date,text,sentiment_score,sentiment_label,contribute_words
2000-02-11 04:31:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> 12:31 PM ---------------------------""<PERSON>"" <<EMAIL_ADDRESS>> on <DATE_TIME> <DATE_TIME>To: <<EMAIL_ADDRESS>>cc:  Subject: RE: W basis quotesI'll get back to them on this.  I know we have sent <IN_PAN> to <PERSON>Energy...I'll check to see if this is enough.  In the meantime, is itpossible to show me indications on the quotes I asked for?  Please advise.<PERSON>, Gas TradingACN Power, Inc.<DATE_TIME> Jones Branch Drive, Suite 630McLean, VA <US_SSN>Phone  <PHONE_NUMBER>Fax  <PHONE_NUMBER>Cell <PHONE_NUMBER>> -----Original Message-----> From: <EMAIL_ADDRESS> [mailto:<EMAIL_ADDRESS>]> Sent: <DATE_TIME> To: <EMAIL_ADDRESS>> Subject: Re: W basis quotes>>>> George,>>      Can you please call my credit desk at <PHONE_NUMBER>.  They have not> received any financials for ACN Power.>> Thanks,>> <PERSON>","[0.3579357862472534, 0.25730201601982117, 0.17254213988780975, 0.12325841188430786, 0.08896169811487198]",0,"enough, back, ?"
2000-02-09 02:27:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> 10:27 AM ---------------------------""<PERSON>"" <<EMAIL_ADDRESS>> on <DATE_TIME> <DATE_TIME>To: <<EMAIL_ADDRESS>>cc:  Subject: RE: W basis quotesI'll get back to them on this.  I know we have sent <IN_PAN> to <PERSON>Energy...I'll check to see if this is enough.  In the meantime, is itpossible to show me indications on the quotes I asked for?  Please advise.<PERSON>, Gas TradingACN Power, Inc.<DATE_TIME> Jones Branch Drive, Suite 630McLean, VA <US_SSN>Phone  <PHONE_NUMBER>Fax  <PHONE_NUMBER>Cell <PHONE_NUMBER>> -----Original Message-----> From: <EMAIL_ADDRESS> [mailto:<EMAIL_ADDRESS>]> Sent: <DATE_TIME> To: <EMAIL_ADDRESS>> Subject: Re: W basis quotes>>>> George,>>      Can you please call my credit desk at <PHONE_NUMBER>.  They have not> received any financials for ACN Power.>> Thanks,>> <PERSON>","[0.3569021224975586, 0.25788453221321106, 0.17328494787216187, 0.12259896844625473, 0.08932942897081375]",0,"enough, back, ?"
2001-04-24 13:05:00,I just spoke to the insurance company.  They are going to cancel and prorate my policy and work with the <PERSON>'s to issue a new policy.,"[0.5624847412109375, 0.27224215865135193, 0.11183923482894897, 0.034732621163129807, 0.018701255321502686]",0,"are, i, ."
2000-02-09 02:12:00,Please get with randy to resolve.,"[0.22820600867271423, 0.2432573288679123, 0.2893700897693634, 0.14269085228443146, 0.09647569805383682]",2,"please, resolve, to"
2000-02-07 08:53:00,"<PERSON>, Can you please call my credit desk at <PHONE_NUMBER>.  They have not received any financials for ACN Power.  Thanks,<PERSON>","[0.5996931195259094, 0.20458580553531647, 0.12245720624923706, 0.04006315395236015, 0.03320080041885376]",0,"thanks, can, not"
2000-02-07 07:39:00,"<PERSON>, Doublecheck with <PERSON> , but I think it ok to pay <DATE_TIME> demand charges.","[0.0525846928358078, 0.1848285049200058, 0.5610345602035522, 0.17588265240192413, 0.025669613853096962]",2,"ok, think, i"
2000-02-07 07:37:00,I think <PERSON> is the person to talk to about moving <PERSON> to a different RC code.,"[0.12297182530164719, 0.21198777854442596, 0.3686498999595642, 0.2034875750541687, 0.09290285408496857]",2,"i, think, is"
2000-02-07 07:36:00,is this still an issue?,"[0.2552200257778168, 0.30556800961494446, 0.31258469820022583, 0.09612251818180084, 0.030504751950502396]",2,"is, ?, still"
2000-02-04 09:09:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> 05:08 PM ---------------------------""mary richards"" <<EMAIL_ADDRESS>> on <DATE_TIME> 02:39:43 PMTo: <PERSON>/ECT@ECTcc:  <PERSON>: I revised the supp-vendor sheet and have transferred the totals to thesummary sheet. Please review and let me know if this is what you had inmind. Also, are we getting W-2 forms or what on our taxes.______________________________________________________Get Your Private, Free Email at <URL> - Jan00Expense.xls","[0.36376744508743286, 0.21173439919948578, 0.15301774442195892, 0.1377883404493332, 0.13369211554527283]",0,"revised, are, please"
2000-02-04 08:54:00,"<PERSON>, Updated curves will be sent <DATE_TIME> 11 am on <DATE_TIME>.  I want <PERSON> to be involved in the process.  He was out <DATE_TIME>.  Sorry for the slow turnaround.<PERSON>","[0.44093552231788635, 0.3199429214000702, 0.18401825428009033, 0.0417000837624073, 0.01340319775044918]",0,"sorry, will, want"
2000-02-02 05:44:00,"Tara,  This note is documentation of my approval of granting executing id's to the west cash traders. Thank you for your help.<PERSON>","[0.15188555419445038, 0.06333617866039276, 0.11103222519159317, 0.21689413487911224, 0.45685192942619324]",4,"tara, for, thank"
2000-02-01 08:07:00,here is the file I showed you.,"[0.07013729214668274, 0.053591083735227585, 0.14569056034088135, 0.28844061493873596, 0.4421404004096985]",4,"here, is, showed"
2000-01-31 06:21:00,vishal resigned <DATE_TIME>,"[0.4059561789035797, 0.26795822381973267, 0.19972795248031616, 0.08094798773527145, 0.04540957883000374]",0,"resigned, vis, ##hal"
2001-04-24 12:27:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> <DATE_TIME> ---------------------------From:	<PERSON>/ENRON@<IN_PAN> on <DATE_TIME> <DATE_TIME>To:	<PERSON>/ECT@ECT, <PERSON>/ECT@ECTcc:	 Subject:	FYI, ?	Selling 500/d of SoCal, XH lowers overall desk VAR by $8 million?	Selling 500K KV, lowers overall desk VAR by $4 million<PERSON>","[0.3507862985134125, 0.2665606737136841, 0.1717524230480194, 0.12810175120830536, 0.08279884606599808]",0,"on, forward, on"
2000-01-31 04:28:00,"<PERSON>, The numbers for <DATE_TIME> are below:  Actual flows X gas <DATE_TIME> spreads          $ 463,000  Actual flow X Index spreads           $ 543,000  Jan. value from original bid           $1,750,000  Estimated cost to unwind hedges         ($1,000,000)  Based on these numbers, I suggest we offer to pay at least $500,000 but no more than $1,500,000.  I want your input on how to negotiate with <LOCATION>.  Do we push actual value, seasonal shape, or unwind costs?  <PERSON>  ","[0.3793601393699646, 0.2834172248840332, 0.20953290164470673, 0.08693311363458633, 0.040756624191999435]",0,"below, want, estimated"
2000-01-27 08:44:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> 04:44 PM ---------------------------<PERSON><DATE_TIME> <DATE_TIME>To: <PERSON>/ECT@ECT, <PERSON>HOU/ECT@ECTcc:  Subject: dopewars---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> 08:21 AM ---------------------------""mlenhart"" <<EMAIL_ADDRESS>> on <DATE_TIME> <DATE_TIME> respond to <EMAIL_ADDRESS>To: <PERSON>, <EMAIL_ADDRESS>cc:  Subject: dopewars - DOPEWARS.exe","[0.2589415907859802, 0.16308893263339996, 0.12944214046001434, 0.21416206657886505, 0.23436519503593445]",0,"respond, forward, on"
2000-01-18 10:06:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> 06:03 PM ---------------------------<EMAIL_ADDRESS> on <DATE_TIME> <DATE_TIME>To: <PERSON>/ECT@ECTcc: <EMAIL_ADDRESS>, <EMAIL_ADDRESS>, <EMAIL_ADDRESS> Subject: RE: Choosing a styleRe. Your <URL> inquiryThank you for your inquiry.  Please create an account, so we canassist you more effectively in the future.  Go to:<URL>I have selected a few pieces that might work for you.  To view, simply clickon the following URLs.  I hope these are helpful!Area Rugs:<URL>%<DATE_TIME>2X3%29<URL>284X6%29<URL>.5X13.5%29Sofas:<URL><URL><URL><URL>Chairs:<URL><URL><URL><URL><IN_PAN> Tables:<URL><URL><URL><URL>Dining Set:<URL><URL><URL>Best Regards,Erika<EMAIL_ADDRESS><PERSON> out our <DATE_TIME> Clearance<URL>and our <PERSON>'s Day Gifts<URL>-----Original Message-----From: <EMAIL_ADDRESS> [mailto:<EMAIL_ADDRESS>]Sent: <DATE_TIME>To: <EMAIL_ADDRESS>Subject: Choosing a styleI am planning to build a house in the <LOCATION> hillcountry.  The exterior willbe a farmhouse style with porches on front and back.  I am considering thefollowing features:  stained and scored concrete floors, an openliving/dining/kitchen concept, lots of windows, a home office, 4 bedroomsall upstairs.  I want a very relaxed and comfortable style, but not exactlycountry.  Can you help?==========================================<IN_PAN> user info:ID = <DATE_TIME>email = <EMAIL_ADDRESS>FirstName = phillipLastName = allen","[0.1296834945678711, 0.1348751336336136, 0.13892313838005066, 0.3079584240913391, 0.28855979442596436]",3,"hope, these, sent"
2000-01-18 10:03:00,"Will,I didn't get to review this.  I will give you feedback <DATE_TIME><PERSON>","[0.3371538519859314, 0.280356228351593, 0.2218865156173706, 0.09306182712316513, 0.06754154711961746]",0,"t, didn, will"
2000-01-17 00:47:00,"Tara,Please make the following changes: FT-West -change master user from <PERSON> to <PERSON> <DATE_TIME>-West-Change master user from <PERSON> to <PERSON> Mock both existing profiles. Please make these changes on <DATE_TIME>.Thank you <PERSON>","[0.2511608302593231, 0.17583191394805908, 0.22661814093589783, 0.19254927337169647, 0.15383979678153992]",0,"thank, tara, please"
2000-01-13 03:35:00,"<PERSON>, I received an enrollment confirmation for a class that I did not sign up for.  Is there some mistake?<PERSON>","[0.3407578766345978, 0.25632503628730774, 0.25412699580192566, 0.10908818989992142, 0.03970193862915039]",0,"not, ,, ?"
2000-01-13 02:30:00,"<PERSON>/<PERSON>:Please authorize the following products for approval.  customers are expecting to see them on <DATE_TIME>. PG&E Citygate-Daily Physical, BOM Physical, <DATE_TIME> Index Physical Malin-Daily Physical, BOM Physical, <DATE_TIME> Index Physical Keystone-Monthly Index Physical Socal Border-Daily Physical, BOM Physical, <DATE_TIME> Index Physical PG&E Topock-Daily Physical, BOM Physical, <DATE_TIME> Index Physical Please approve and forward to <PERSON>Thank you <PERSON>","[0.25120919942855835, 0.15150856971740723, 0.21713271737098694, 0.21101443469524384, 0.16913509368896484]",0,"please, thank, please"
2000-01-12 09:52:00,Call me. I can't get out.,"[0.21356220543384552, 0.0866331160068512, 0.10621447116136551, 0.13886040449142456, 0.4547297954559326]",4,"call, me, ."
2000-01-10 02:29:00,forecast for socal demand/rec/storage.  Looks like they will need more gas at ehrenberg.(the swing receipt point) than 98 or 99.,"[0.029767459258437157, 0.11111367493867874, 0.35937443375587463, 0.3852836787700653, 0.1144607663154602]",3,"fore, for, like"
2001-04-24 12:13:00,"Griff,It is bidweek again.  I need to provide view only ID's to the two major publications that post the <DATE_TIME> indeces.  Please email an id and password to the following:<PERSON> at Natural Gas Intelligence-	<EMAIL_ADDRESS><PERSON> at Inside Ferc-  <EMAIL_ADDRESS><PERSON> is under way so it is critical that these id's are sent out asap.Thanks for your help,<PERSON>","[0.3285050690174103, 0.19749382138252258, 0.20202305912971497, 0.15193332731723785, 0.12004474550485611]",0,"griff, again, ."
2000-01-10 01:43:00,"<PERSON>,Please authorize and forward to <PERSON>.Please set up the following with the ability to setup and manage products in stack manager: <PERSON> <PERSON>  <PERSON> <PERSON>       Note:  The type of product these traders will be managing is <DATE_TIME> physical in the west.Also please grant access & passwords to enable the above traders to execute book to book trades on EOL.  If possible restrict their execution authority to products in <DATE_TIME>.Thank you <PERSON>","[0.2212161421775818, 0.1480962634086609, 0.20554296672344208, 0.23846669495105743, 0.18667785823345184]",3,"thank, please, please"
2000-01-07 23:29:00,"<PERSON> an email from you on 1/7, but there was no message.  Please try again.<PERSON>","[0.5728548765182495, 0.24560049176216125, 0.1445358246564865, 0.02753281779587269, 0.009476032108068466]",0,"no, try, please"
2000-01-06 07:19:00,received the file.  It worked.  Good job.,"[0.006203837692737579, 0.010359343141317368, 0.12071298807859421, 0.523297131061554, 0.3394266664981842]",3,"received, good, worked"
2000-01-05 05:35:00,What did <PERSON>  Stage misses you?  I sent 2 emails.Maybe mary is stalking gary ,"[0.5266841053962708, 0.26764488220214844, 0.1381291300058365, 0.042370401322841644, 0.025171494111418724]",0,"maybe, what, did"
1999-12-11 06:39:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> ---------------------------""the <URL> team"" <<EMAIL_ADDRESS>> on <DATE_TIME> 02:49:43 AMPlease respond to <EMAIL_ADDRESS>To: <PERSON>/ECT@ECTcc:  Subject: Stick it in your Shockmachine!First one's free. So are the next thousand.You know it's true: Video games are addictive. Sure, we couldtrap you with a free game of <LOCATION>, then kick up the priceafter you're hooked. But that's not how <URL> operates.<PERSON> -- the greatest thing since needle exchange -- isnow free; so are the classic arcade games. Who needs quarters?Get Arcade Classics from <URL>, stick 'em in your<PERSON> and then play them offline anytime you want.<URL>~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~<PERSON>.~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~You're not getting a date this <DATE_TIME>. But you don't care.You've got a date with <PERSON>. This frog won't turn into a handsomeprince(ss), but it's sure to bring back great memories of hoppingthrough the arcade -- and this time, you can save your quarters forlaundry. Which might increase your potential for a date on <DATE_TIME>.<URL>~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~Business Meeting or Missile Command? You Decide.~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~Take it offline! No, it's not a horrible meeting with your boss -it's Missile Command. <PERSON> has a beautiful feature: you canplay without being hooked to the Internet. Grab the game from<URL>, save it to your hard drive, and play offline! Themissiles are falling. Are you ready to save the world?<URL>~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~""I Want to Take You Higher!""~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~Wanna get high? Here's your chance to do it at home - Shockmachinelets you play your favorite arcade games straight from your computer.It's a chance to crack your old high score. Get higher on Centipede -get these bugs off me!<URL>~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~Souls for Sale~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~The '80s may not have left many good memories, but at least we stillhave our Atari machines. What? You sold yours for a set of golfclubs? Get your soul back, man! Super Breakout is alive and well andwaiting for you on <PERSON>. Now if you can just find that recordplayer and a <PERSON> album...<URL>Playing Arcade Classics on your Shockmachine -- the easiest way toremember <DATE_TIME> when you didn't have to work. If you haven'talready, get your free machine now.<URL>the <URL> team<URL>~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~REMOVAL FROM MAILING LIST INSTRUCTIONS~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~We changed our unsubscribe instructions to a more reliable method andapologize if previous unsubscribe attempts did not take effect. Whilewe do wish to continue telling you about new <URL> stuff, ifyou do want to unsubscribe, please click on the following link:<URL>#9001 - <URL>m","[0.22290100157260895, 0.23214708268642426, 0.16466103494167328, 0.21395522356033325, 0.1663355827331543]",1,"not, isn, forward"
